;club_name;player_name;age;position;club_involved_name;fee;transfer_movement;transfer_period;fee_cleaned;league_name;year;season;player_url;id-name
3452;Atalanta BC;Viktor Kovalenko;24.0;Attacking Midfield;Shakhtar D.;£540Th.;in;Winter;0.54;Serie A;2020;2020/2021;https://sofifa.com/player/228698/viktor-kovalenko/210002;viktor-kovalenko
3453;AC Milan;Matteo Pessina;18.0;Attacking Midfield;Monza;£18Th.;in;Summer;0.018;Serie A;2015;2015/2016;0;matteo-pessina
3454;Cardiff City;Perry Ng;24.0;Right-Back;Crewe Alexandra;£266Th.;in;Winter;0.266;Championship;2020;2020/2021;https://sofifa.com/player/223905/perry-ng/210002;perry-ng
3455;Olympique Lyon;Memphis Depay;22.0;Centre-Forward;Man Utd;£14.40m;in;Winter;14.4;Ligue 1;2016;2016/2017;https://sofifa.com/player/202556/memphis-depay/170002;memphis-depay
3456;Real Valladolid CF;Pablo Hervías;26.0;Right Winger;SD Eibar;£900Th.;in;Summer;0.9;Primera Division;2019;2019/2020;https://sofifa.com/player/204526/pablo-hervias-rubio/200002;pablo-hervías
3457;SS Lazio;Riza Durmisi;24.0;Left-Back;Real Betis;£6.75m;in;Summer;6.75;Serie A;2018;2018/2019;https://sofifa.com/player/211385/riza-durmisi/190002;riza-durmisi
3458;UD Las Palmas;Alfredo Ortuño;24.0;Centre-Forward;Granada CF;£900Th.;in;Summer;0.9;Primera Division;2015;2015/2016;https://sofifa.com/player/190747/alfredo-ortuno-martinez/160002;alfredo-ortuño
3459;Newcastle United;Javier Manquillo;23.0;Right-Back;Atlético Madrid;£4.50m;in;Summer;4.5;Premier League;2017;2017/2018;https://sofifa.com/player/210972/javier-manquillo-gaitan/180002;javier-manquillo
3460;SS Lazio;Mattia Sprocati;25.0;Right Winger;Salernitana;£2.93m;in;Summer;2.93;Serie A;2018;2018/2019;https://sofifa.com/player/223332/mattia-sprocati/190002;mattia-sprocati
3461;1. FC Köln;Filip Mladenovic;24.0;Left-Back;BATE Borisov;£1.35m;in;Winter;1.35;1 Bundesliga;2015;2015/2016;0;filip-mladenovic
3462;Arsenal FC;Cohen Bramall;20.0;Left-Back;Hednesford;£36Th.;in;Winter;0.036;Premier League;2016;2016/2017;0;cohen-bramall
3463;PSV Eindhoven;Maximiliano Romero;18.0;Centre-Forward;Vélez Sarsfield;£9.00m;in;Winter;9.0;Eredivisie;2017;2017/2018;https://sofifa.com/player/227903/maximiliano-romero/180002;maximiliano-romero
3464;RC Strasbourg Alsace;Lebo Mothiba;22.0;Centre-Forward;LOSC Lille;£3.60m;in;Summer;3.6;Ligue 1;2018;2018/2019;https://sofifa.com/player/237631/lebo-mothiba/190002;lebo-mothiba
3465;AS Monaco;Jorge;20.0;Left-Back;Flamengo;£7.65m;in;Winter;7.65;Ligue 1;2016;2016/2017;0;
3466;Sporting CP;Paulinho;28.0;Centre-Forward;SC Braga;£14.40m;in;Winter;14.4;Liga Nos;2020;2020/2021;https://sofifa.com/player/216531/joao-paulo-dias-fernandes/210002;
3467;Hannover 96;Iver Fossum;19.0;Central Midfield;Strømsgodset;£1.80m;in;Winter;1.8;1 Bundesliga;2015;2015/2016;https://sofifa.com/player/213777/iver-fossum/160002;iver-fossum
3468;Hertha BSC;Lucas Tousart;22.0;Defensive Midfield;Olympique Lyon;£22.50m;in;Winter;22.5;1 Bundesliga;2019;2019/2020;https://sofifa.com/player/227234/lucas-tousart/200002;lucas-tousart
3469;CA Osasuna;Sergio León;27.0;Centre-Forward;Elche CF;£1.53m;in;Summer;1.53;Primera Division;2016;2016/2017;https://sofifa.com/player/198715/sergio-leon-limones/170002;sergio-león
3470;Hannover 96;Marius Wolf;20.0;Right Winger;1860 Munich;£1.35m;in;Winter;1.35;1 Bundesliga;2015;2015/2016;https://sofifa.com/player/224425/marius-wolf/160002;marius-wolf
3471;RC Strasbourg Alsace;Matz Sels;26.0;Goalkeeper;Newcastle;£3.60m;in;Summer;3.6;Ligue 1;2018;2018/2019;https://sofifa.com/player/199641/matz-sels/190002;matz-sels
3472;Girona FC;Bernardo Espinosa;27.0;Centre-Back;Middlesbrough;£4.05m;in;Summer;4.05;Primera Division;2017;2017/2018;https://sofifa.com/player/186521/bernardo-espinosa/180002;bernardo-espinosa
3473;Hertha BSC;Krzysztof Piatek;24.0;Centre-Forward;AC Milan;£21.60m;in;Winter;21.6;1 Bundesliga;2019;2019/2020;https://sofifa.com/player/223113/krzysztof-piatek/200002;krzysztof-piatek
3474;Hertha BSC;Matheus Cunha;20.0;Centre-Forward;RB Leipzig;£16.20m;in;Winter;16.2;1 Bundesliga;2019;2019/2020;https://sofifa.com/player/240243/matheus-santos-carneiro-da-cunha/200002;matheus-cunha
3475;Nottingham Forest;João Carvalho;21.0;Attacking Midfield;Benfica;£13.50m;in;Summer;13.5;Championship;2018;2018/2019;https://sofifa.com/player/231391/joao-antonio-antunes-carvalho/190002;joão-carvalho
3476;Girona FC;Cristhian Stuani;30.0;Centre-Forward;Middlesbrough;£2.25m;in;Summer;2.25;Primera Division;2017;2017/2018;https://sofifa.com/player/186537/cristhian-stuani/180002;cristhian-stuani
3477;Hannover 96;Hotaru Yamaguchi;25.0;Defensive Midfield;Cerezo Osaka;£900Th.;in;Winter;0.9;1 Bundesliga;2015;2015/2016;0;hotaru-yamaguchi
3478;Manchester City;Gabriel Jesus;19.0;Centre-Forward;Palmeiras;£28.80m;in;Winter;28.8;Premier League;2016;2016/2017;0;gabriel-jesus
3479;FC Porto;Óliver Torres;22.0;Central Midfield;Atlético Madrid;£18.00m;in;Summer;18.0;Liga Nos;2017;2017/2018;https://sofifa.com/player/208777/oliver-torres-munoz/180002;óliver-torres
3480;RC Strasbourg Alsace;Stefan Mitrovic;28.0;Centre-Back;KAA Gent;£2.70m;in;Summer;2.7;Ligue 1;2018;2018/2019;https://sofifa.com/player/209547/stefan-mitrovic/190002;stefan-mitrovic
3481;AZ Alkmaar;Hakon Evjen;19.0;Right Winger;Bodø/Glimt;£2.25m;in;Winter;2.25;Eredivisie;2019;2019/2020;https://sofifa.com/player/242162/hakon-evjen/200002;hakon-evjen
3482;CA Osasuna;Fran Mérida;26.0;Central Midfield;SD Huesca;£450Th.;in;Summer;0.45;Primera Division;2016;2016/2017;https://sofifa.com/player/183520/francisco-merida-perez/170002;fran-mérida
3483;AS Saint-Étienne;Denis Bouanga;24.0;Left Winger;Nîmes Olympique;£4.05m;in;Summer;4.05;Ligue 1;2019;2019/2020;https://sofifa.com/player/225951/denis-bouanga/200002;denis-bouanga
3484;Nottingham Forest;Lewis Grabban;30.0;Centre-Forward;Bournemouth;£6.12m;in;Summer;6.12;Championship;2018;2018/2019;https://sofifa.com/player/172960/lewis-grabban/190002;lewis-grabban
3485;SSC Napoli;Arkadiusz Milik;22.0;Centre-Forward;Ajax;£28.80m;in;Summer;28.8;Serie A;2016;2016/2017;https://sofifa.com/player/205175/arkadiusz-milik/170002;arkadiusz-milik
3486;FC Porto;Vaná Alves;26.0;Goalkeeper;Feirense;£900Th.;in;Summer;0.9;Liga Nos;2017;2017/2018;0;vaná-alves
3487;AS Saint-Étienne;Ole Selnaes;21.0;Defensive Midfield;Rosenborg;£2.88m;in;Winter;2.88;Ligue 1;2015;2015/2016;0;ole-selnaes
3488;RC Strasbourg Alsace;Ludovic Ajorque;24.0;Centre-Forward;Clermont Foot;£1.80m;in;Summer;1.8;Ligue 1;2018;2018/2019;https://sofifa.com/player/219733/ludovic-ajorque/190002;ludovic-ajorque
3489;Vitesse Arnhem;Vyacheslav Karavaev;22.0;Right-Back;Sparta Prague;£1.35m;in;Winter;1.35;Eredivisie;2017;2017/2018;https://sofifa.com/player/219409/vyacheslav-karavaev/180002;vyacheslav-karavaev
3490;ACF Fiorentina;Aleksandr Kokorin;29.0;Centre-Forward;Spartak Moscow;£4.05m;in;Winter;4.05;Serie A;2020;2020/2021;https://sofifa.com/player/192086/alexandr-kokorin/210002;aleksandr-kokorin
3491;SSC Napoli;Piotr Zielinski;22.0;Attacking Midfield;Udinese Calcio;£14.40m;in;Summer;14.4;Serie A;2016;2016/2017;https://sofifa.com/player/210406/piotr-zielinski/170002;piotr-zielinski
3492;AS Saint-Étienne;Oussama Tannane;21.0;Attacking Midfield;Heracles Almelo;£2.25m;in;Winter;2.25;Ligue 1;2015;2015/2016;https://sofifa.com/player/208045/oussama-tannane/160002;oussama-tannane
3493;Hertha BSC;Santiago Ascacíbar;22.0;Defensive Midfield;VfB Stuttgart;£9.00m;in;Winter;9.0;1 Bundesliga;2019;2019/2020;0;santiago-ascacíbar
3494;Nottingham Forest;El Arbi Hillel Soudani;30.0;Right Winger;Dinamo Zagreb;£2.70m;in;Summer;2.7;Championship;2018;2018/2019;0;el-arbi-hillel-soudani
3495;1.FSV Mainz 05;Anthony Ujah;27.0;Centre-Forward;Liaoning FC;£3.42m;in;Winter;3.42;1 Bundesliga;2017;2017/2018;0;anthony-ujah
3496;OGC Nice;Bassem Srarfi;19.0;Right Winger;Club Africain;£1.35m;in;Winter;1.35;Ligue 1;2016;2016/2017;0;bassem-srarfi
3497;AS Saint-Étienne;Alexander Söderlund;28.0;Centre-Forward;Rosenborg;£1.80m;in;Winter;1.8;Ligue 1;2015;2015/2016;0;alexander-söderlund
3498;ACF Fiorentina;Youssef Maleh;22.0;Central Midfield;Venezia;£630Th.;in;Winter;0.63;Serie A;2020;2020/2021;0;youssef-maleh
3499;AS Saint-Étienne;Ryad Boudebouz;29.0;Attacking Midfield;Real Betis;£3.15m;in;Summer;3.15;Ligue 1;2019;2019/2020;https://sofifa.com/player/188388/ryad-boudebouz/200002;ryad-boudebouz
3500;RC Strasbourg Alsace;Ibrahima Sissoko;20.0;Defensive Midfield;Stade Brestois;£1.80m;in;Summer;1.8;Ligue 1;2018;2018/2019;https://sofifa.com/player/231089/ibrahima-sissoko/190002;ibrahima-sissoko
3501;Vitesse Arnhem;Roy Beerens;30.0;Right Winger;Reading;£900Th.;in;Winter;0.9;Eredivisie;2017;2017/2018;https://sofifa.com/player/169978/roy-beerens/180002;roy-beerens
3502;FC Girondins Bordeaux;Malcom;18.0;Right Winger;Corinthians;£4.50m;in;Winter;4.5;Ligue 1;2015;2015/2016;0;
3503;SSC Napoli;Amadou Diawara;19.0;Defensive Midfield;Bologna;£13.05m;in;Summer;13.05;Serie A;2016;2016/2017;https://sofifa.com/player/230613/amadou-diawara/170002;amadou-diawara
3504;Genoa CFC;Manolo Portanova;20.0;Central Midfield;Juventus;£9.00m;in;Winter;9.0;Serie A;2020;2020/2021;0;manolo-portanova
3505;Queens Park Rangers;Liam Kelly;23.0;Goalkeeper;Livingston FC;£54Th.;in;Summer;0.054;Championship;2019;2019/2020;https://sofifa.com/player/225203/liam-kelly/200002;liam-kelly
3506;Juventus FC;Federico Bernardeschi;23.0;Right Winger;Fiorentina;£36.00m;in;Summer;36.0;Serie A;2017;2017/2018;https://sofifa.com/player/212404/federico-bernardeschi/180002;federico-bernardeschi
3507;Genoa CFC;Elia Petrelli;19.0;Centre-Forward;Juventus U23;£7.20m;in;Winter;7.2;Serie A;2020;2020/2021;0;elia-petrelli
3508;FC Girondins Bordeaux;Mauro Arambarri;20.0;Central Midfield;Defensor;£2.70m;in;Winter;2.7;Ligue 1;2015;2015/2016;0;mauro-arambarri
3509;Nottingham Forest;Tobias Figueiredo;24.0;Centre-Back;Sporting CP;£2.07m;in;Summer;2.07;Championship;2018;2018/2019;https://sofifa.com/player/212231/tobias-pereira-figueiredo/190002;tobias-figueiredo
3510;SSC Napoli;Lorenzo Tonelli;26.0;Centre-Back;Empoli;£9.00m;in;Summer;9.0;Serie A;2016;2016/2017;https://sofifa.com/player/201049/lorenzo-tonelli/170002;lorenzo-tonelli
3511;AS Saint-Étienne;Zaydou Youssouf;19.0;Central Midfield;G. Bordeaux;£1.80m;in;Summer;1.8;Ligue 1;2019;2019/2020;https://sofifa.com/player/236830/zaydou-youssouf/200002;zaydou-youssouf
3512;AS Saint-Étienne;Sergi Palencia;23.0;Right-Back;Barcelona;£1.80m;in;Summer;1.8;Ligue 1;2019;2019/2020;https://sofifa.com/player/228321/sergi-palencia-hurtado/200002;sergi-palencia
3513;VfB Stuttgart;Kevin Großkreutz;27.0;Right-Back;Galatasaray;£1.95m;in;Winter;1.95;1 Bundesliga;2015;2015/2016;0;kevin-großkreutz
3514;Juventus FC;Blaise Matuidi;30.0;Central Midfield;Paris SG;£22.50m;in;Summer;22.5;Serie A;2017;2017/2018;https://sofifa.com/player/170890/blaise-matuidi/180002;blaise-matuidi
3515;RC Strasbourg Alsace;Lionel Carole;27.0;Left-Back;Galatasaray;£675Th.;in;Summer;0.675;Ligue 1;2018;2018/2019;https://sofifa.com/player/201041/lionel-carole/190002;lionel-carole
3516;Huddersfield Town;Kyle Dempsey;19.0;Central Midfield;Carlisle United;£378Th.;in;Summer;0.378;Championship;2015;2015/2016;https://sofifa.com/player/221705/kyle-dempsey/160002;kyle-dempsey
3517;Juventus FC;Nicolò Rovella;19.0;Defensive Midfield;Genoa;£20.97m;in;Winter;20.97;Serie A;2020;2020/2021;https://sofifa.com/player/255001/nicolo-rovella/210002;nicolò-rovella
3518;AS Saint-Étienne;Miguel Trauco;26.0;Left-Back;Flamengo;£900Th.;in;Summer;0.9;Ligue 1;2019;2019/2020;https://sofifa.com/player/225706/miguel-trauco/200002;miguel-trauco
3519;AZ Alkmaar;Oussama Idrissi;21.0;Left Winger;FC Groningen;£1.80m;in;Winter;1.8;Eredivisie;2017;2017/2018;https://sofifa.com/player/228747/oussama-idrissi/180002;oussama-idrissi
3520;Nottingham Forest;Michael Hefele;27.0;Centre-Back;Huddersfield;£297Th.;in;Summer;0.297;Championship;2018;2018/2019;https://sofifa.com/player/210236/michael-hefele/190002;michael-hefele
3521;SSC Napoli;Emanuele Giaccherini;31.0;Left Midfield;Sunderland;£1.35m;in;Summer;1.35;Serie A;2016;2016/2017;https://sofifa.com/player/192841/emanuele-giaccherini/170002;emanuele-giaccherini
3522;Preston North End;Ben Whiteman;24.0;Central Midfield;Doncaster;£1.50m;in;Winter;1.5;Championship;2020;2020/2021;https://sofifa.com/player/225071/ben-whiteman/210002;ben-whiteman
3523;Portimonense SC;Lucas Fernandes;21.0;Central Midfield;São Paulo;£1.98m;in;Summer;1.98;Liga Nos;2019;2019/2020;https://sofifa.com/player/232253/lucas-fernandes/200002;lucas-fernandes
3524;SV Werder Bremen;Romano Schmid;18.0;Attacking Midfield;RB Salzburg;£900Th.;in;Winter;0.9;1 Bundesliga;2018;2018/2019;0;romano-schmid
3525;Juventus FC;Juan Cuadrado;29.0;Right-Back;Chelsea;£18.00m;in;Summer;18.0;Serie A;2017;2017/2018;https://sofifa.com/player/193082/juan-cuadrado/180002;juan-cuadrado
3526;Fulham FC;Jean Michaël Seri;26.0;Central Midfield;OGC Nice;£27.00m;in;Summer;27.0;Premier League;2018;2018/2019;https://sofifa.com/player/216451/jean-michael-seri/190002;jean-michaël-seri
3527;LOSC Lille;Anwar El Ghazi;21.0;Right Winger;Ajax;£6.30m;in;Winter;6.3;Ligue 1;2016;2016/2017;https://sofifa.com/player/216433/anwar-el-ghazi/170002;anwar-el-ghazi
3528;AZ Alkmaar;Ondrej Mihalik;20.0;Centre-Forward;FK Jablonec;£1.35m;in;Winter;1.35;Eredivisie;2017;2017/2018;0;ondrej-mihalik
3529;Feyenoord Rotterdam;Robert Bozenik;20.0;Centre-Forward;MSK Zilina;£3.60m;in;Winter;3.6;Eredivisie;2019;2019/2020;0;robert-bozenik
3530;Ipswich Town;Emyr Huws;23.0;Defensive Midfield;Cardiff;£1.04m;in;Summer;1.04;Championship;2017;2017/2018;https://sofifa.com/player/205163/emyr-huws/180002;emyr-huws
3531;Huddersfield Town;Jordy Hiwula;20.0;Centre-Forward;Man City U21;£194Th.;in;Summer;0.194;Championship;2015;2015/2016;https://sofifa.com/player/216322/jordy-hiwula/160002;jordy-hiwula
3532;SD Huesca;Serdar Gürler;26.0;Right Winger;Osmanlispor;£2.25m;in;Summer;2.25;Primera Division;2018;2018/2019;https://sofifa.com/player/196318/serdar-gurler/190002;serdar-gürler
3533;Southampton FC;Manolo Gabbiadini;25.0;Centre-Forward;SSC Napoli;£15.30m;in;Winter;15.3;Premier League;2016;2016/2017;https://sofifa.com/player/198683/manolo-gabbiadini/170002;manolo-gabbiadini
3534;AC Milan;Rafael Leão;20.0;Left Winger;LOSC Lille;£26.55m;in;Summer;26.55;Serie A;2019;2019/2020;https://sofifa.com/player/241721/rafael-da-conceicao-leao/200002;rafael-leão
3535;Juventus FC;Wojciech Szczesny;27.0;Goalkeeper;Arsenal;£16.20m;in;Summer;16.2;Serie A;2017;2017/2018;https://sofifa.com/player/186153/wojciech-szczesny/180002;wojciech-szczesny
3536;Heracles Almelo;Tarik Kada;19.0;Right Winger;Heerenveen;£90Th.;in;Winter;0.09;Eredivisie;2015;2015/2016;https://sofifa.com/player/227908/tarik-kada/160002;tarik-kada
3537;Fulham FC;André Zambo Anguissa;22.0;Defensive Midfield;Marseille;£22.37m;in;Summer;22.37;Premier League;2018;2018/2019;0;andré-zambo-anguissa
3538;LOSC Lille;Farès Bahlouli;21.0;Attacking Midfield;Monaco;£3.15m;in;Winter;3.15;Ligue 1;2016;2016/2017;https://sofifa.com/player/214907/fares-bahlouli/170002;farès-bahlouli
3539;Parma Calcio 1913;Dennis Man;22.0;Right Winger;FCSB;£11.70m;in;Winter;11.7;Serie A;2020;2020/2021;https://sofifa.com/player/239978/dennis-man/210002;dennis-man
3540;AC Milan;Franck Kessié;22.0;Central Midfield;Atalanta BC;£21.60m;in;Summer;21.6;Serie A;2019;2019/2020;0;franck-kessié
3541;AFC Bournemouth;Tyrone Mings;22.0;Centre-Back;Ipswich;£10.17m;in;Summer;10.17;Premier League;2015;2015/2016;https://sofifa.com/player/212419/tyrone-mings/160002;tyrone-mings
3542;Ipswich Town;Martyn Waghorn;27.0;Centre-Forward;Rangers;£990Th.;in;Summer;0.99;Championship;2017;2017/2018;https://sofifa.com/player/183706/martyn-waghorn/180002;martyn-waghorn
3543;AC Milan;Theo Hernández;21.0;Left-Back;Real Madrid;£19.35m;in;Summer;19.35;Serie A;2019;2019/2020;0;theo-hernández
3544;SD Huesca;Aleksandar Jovanovic;25.0;Goalkeeper;Aarhus GF;£900Th.;in;Summer;0.9;Primera Division;2018;2018/2019;https://sofifa.com/player/213327/aleksandar-jovanovic/190002;aleksandar-jovanovic
3545;LOSC Lille;Gabriel;19.0;Centre-Back;Avaí FC;£2.70m;in;Winter;2.7;Ligue 1;2016;2016/2017;0;
3546;AC Milan;Ismaël Bennacer;21.0;Defensive Midfield;Empoli;£15.48m;in;Summer;15.48;Serie A;2019;2019/2020;https://sofifa.com/player/226754/ismael-bennacer/200002;ismaël-bennacer
3547;Juventus FC;Medhi Benatia;30.0;Centre-Back;FC Bayern;£15.03m;in;Summer;15.03;Serie A;2017;2017/2018;https://sofifa.com/player/177509/medhi-benatia/180002;medhi-benatia
3548;LOSC Lille;Júnior Alonso;23.0;Centre-Back;Cerro Porteño;£2.25m;in;Winter;2.25;Ligue 1;2016;2016/2017;0;júnior-alonso
3549;Fulham FC;Aleksandar Mitrovic;23.0;Centre-Forward;Newcastle;£22.23m;in;Summer;22.23;Premier League;2018;2018/2019;https://sofifa.com/player/215716/aleksandar-mitrovic/190002;aleksandar-mitrovic
3550;AFC Bournemouth;Max Gradel;27.0;Left Winger;Saint-Étienne;£9.00m;in;Summer;9.0;Premier League;2015;2015/2016;https://sofifa.com/player/182945/max-gradel/160002;max-gradel
3551;Parma Calcio 1913;Vasilios Zagaritis;19.0;Left-Back;Panathinaikos;£342Th.;in;Winter;0.342;Serie A;2020;2020/2021;https://sofifa.com/player/252999/vasilis-zagaritis/210002;vasilios-zagaritis
3552;AC Milan;Léo Duarte;23.0;Centre-Back;Flamengo;£9.54m;in;Summer;9.54;Serie A;2019;2019/2020;https://sofifa.com/player/233926/leonardo-duarte-da-silva/200002;léo-duarte
3553;Ipswich Town;Joe Garner;29.0;Centre-Forward;Rangers;£990Th.;in;Summer;0.99;Championship;2017;2017/2018;https://sofifa.com/player/169498/joe-garner/180002;joe-garner
3554;Hertha BSC;Sinan Kurt;19.0;Left Winger;FC Bayern;£450Th.;in;Winter;0.45;1 Bundesliga;2015;2015/2016;https://sofifa.com/player/223271/sinan-kurt/160002;sinan-kurt
3555;AFC Bournemouth;Glenn Murray;31.0;Centre-Forward;Crystal Palace;£4.86m;in;Summer;4.86;Premier League;2015;2015/2016;0;glenn-murray
3556;SD Huesca;Dani Escriche;20.0;Centre-Forward;CD Lugo;£450Th.;in;Summer;0.45;Primera Division;2018;2018/2019;0;dani-escriche
3557;Juventus FC;Rodrigo Bentancur;20.0;Central Midfield;Boca Juniors;£14.13m;in;Summer;14.13;Serie A;2017;2017/2018;https://sofifa.com/player/227535/rodrigo-bentancur/180002;rodrigo-bentancur
3558;Fulham FC;Ragnar Sigurdsson;30.0;Centre-Back;Krasnodar;£4.23m;in;Summer;4.23;Championship;2016;2016/2017;0;ragnar-sigurdsson
3559;Fulham FC;Neeskens Kebano;24.0;Left Winger;KRC Genk;£4.01m;in;Summer;4.01;Championship;2016;2016/2017;https://sofifa.com/player/202940/neeskens-kebano/170002;neeskens-kebano
3560;Swansea City;Morgan Whittaker;20.0;Right Winger;Derby;£716Th.;in;Winter;0.716;Championship;2020;2020/2021;https://sofifa.com/player/252796/morgan-whittaker/210002;morgan-whittaker
3561;AFC Bournemouth;Lee Tomlin;26.0;Second Striker;Middlesbrough;£3.87m;in;Summer;3.87;Premier League;2015;2015/2016;https://sofifa.com/player/172904/lee-tomlin/160002;lee-tomlin
3562;Fulham FC;Alfie Mawson;24.0;Centre-Back;Swansea;£15.17m;in;Summer;15.17;Premier League;2018;2018/2019;https://sofifa.com/player/208534/alfie-mawson/190002;alfie-mawson
3563;Juventus FC;Mattia De Sciglio;24.0;Right-Back;AC Milan;£10.80m;in;Summer;10.8;Serie A;2017;2017/2018;https://sofifa.com/player/206058/mattia-de-sciglio/180002;mattia-de-sciglio
3564;Real Betis Balompié;Germán Pezzella;24.0;Centre-Back;River Plate;£2.03m;in;Summer;2.03;Primera Division;2015;2015/2016;0;germán-pezzella
3565;Torino FC;Antonio Sanabria;24.0;Centre-Forward;Real Betis;£6.30m;in;Winter;6.3;Serie A;2020;2020/2021;https://sofifa.com/player/219932/antonio-sanabria/210002;antonio-sanabria
3566;RC Strasbourg Alsace;Jonas Martin;27.0;Central Midfield;Real Betis;£1.35m;in;Summer;1.35;Ligue 1;2017;2017/2018;https://sofifa.com/player/197813/jonas-martin/180002;jonas-martin
3567;West Ham United;Robert Snodgrass;29.0;Right Winger;Hull City;£10.80m;in;Winter;10.8;Premier League;2016;2016/2017;https://sofifa.com/player/155946/robert-snodgrass/170002;robert-snodgrass
3568;Fulham FC;Joe Bryan;24.0;Left-Back;Bristol City;£6.03m;in;Summer;6.03;Premier League;2018;2018/2019;https://sofifa.com/player/203505/joe-bryan/190002;joe-bryan
3569;AC Milan;Rade Krunic;25.0;Central Midfield;Empoli;£7.74m;in;Summer;7.74;Serie A;2019;2019/2020;https://sofifa.com/player/229758/rade-krunic/200002;rade-krunic
3570;Fulham FC;Jozabed Sánchez;25.0;Central Midfield;Rayo Vallecano;£3.60m;in;Summer;3.6;Championship;2016;2016/2017;https://sofifa.com/player/210214/jozabed-sanchez-ruiz/170002;jozabed-sánchez
